text,label,rationale
i’m jealous of people that look good in their passport photos,0,The speaker expresses genuine envy towards those who appear attractive in passport photos.
if only those pants were tighter :broken_heart:,0,The statement directly expresses a desire for tighter pants without any implied contradiction.
all my outfits would look so much better if i was tatted :broken_heart:,0,The statement directly expresses a desire for tattoos to enhance outfit appearance without irony.
You've reached full-blown adulthood when stacking coupons on top of CashApp boosts feels like an untouchable power move,0,"The tweet literally expresses pride in mastering financial strategies, conveying genuine enthusiasm."
Sometimes I'll wake up earlier than usual so that I can have even more time to lay there doing nothing until I'm late for work.,0,The statement directly expresses a personal habit of waking up early to procrastinate.
Learned that a Pokemon card I own has been selling for a high price lately so this is a great time to have no idea where my cards are.,0,The statement directly expresses frustration about not knowing the location of valuable cards.
Tell u what it’s sooo nice to see things getting back to normal :pleading_face: :pleading_face:,0,The phrase 'sooo nice' directly expresses genuine relief and happiness about returning to normalcy.
"First night out to the pubs and my appearance has already been picked on and I’m crying, fairs to say I’m gutted x",0,The words express genuine feelings of sadness and disappointment about being criticized.
"I’ve actually given myself an angry headache reading all this shit today, I’m so upset at how we’ve allowed Meghan (and others) to be treated. Piers Morgan is an arsehole, I feel ashamed to be British and I want to see change.",0,"The speaker expresses genuine frustration and concern about the treatment of Meghan, conveying their emotional state directly."
"@user This unlocked a series of deeply-buried childhood memories... yep, you can definitely tell whose jumper is whose by smell.",0,The tweet straightforwardly expresses a nostalgic memory linked to identifying jumpers by their scent.
"@user Look, I just feel like ""Fire brigade called to cut child out of decorative marble cemetery swing"" is a legacy I'd be happy to leave on this earth",0,The statement directly expresses a desire to leave a unique legacy without any hidden meaning.
"@user @user Don't apologise for the good tweet, Dulux",0,The phrase directly encourages Dulux to feel confident about their positive tweet without any hidden meaning.
Hate people who moan about EVERY SINGLE THING possible :sleeping_face: :oncoming_fist_medium-light_skin_tone:,0,The words directly express frustration towards individuals who complain excessively without any hidden meaning.
Going out is overrated! On the couch watching serial killer documentaries is how I like to spend my Fridays :old_woman_medium-light_skin_tone: :woman_detective_light_skin_tone:,0,The statement directly expresses a preference for staying in and watching documentaries without any hidden meaning.
"Walking home from work and it’s dark so I’m a bit jumpy. Notice someone following me on the other side of the road so speed up. The follower also speeds up, legged it all the way home and realised that I’m 26 and literally scared of my own shadow :loudly_crying_face:",0,The tweet straightforwardly describes a genuine feeling of fear and anxiety while walking home.
"Love and kindness are never wasted. They always make a difference. They bless the one who receives them, and they bless you, the giver.” — Barbara De Angelis. :two_hearts: #BeKind #inspirationalquote http",0,"The statement directly expresses a positive belief about love and kindness, conveying its intended uplifting message."
Enjoyed every moment of watching our fabulous Team GB compete in the Olympic Gymnastics! #sotalented,0,The words express genuine enjoyment and admiration for Team GB's performance in gymnastics.
